	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
FBgn0029848	13.4149462309722	1.45041305659935	0.543654648414593	2.66789415087142	0.00763283009466906	0.0594873976997281	Btnd
FBgn0029849	455.528474345723	-0.250797091206207	0.15044738672104	-1.66700862455813	0.095512689945309	0.350027554697532	Efr
FBgn0029850	1431.0724009236	0.216668220356593	0.122135127205903	1.77400413225361	0.0760624667980889	0.302701784421702	NA
FBgn0029851	28.9133284894702	-0.0820935763013656	0.370635088831588	-0.221494345179681	0.824707539159993	0.941193467842903	CG14445
FBgn0029853	793.167094957897	0.134238479287353	0.114132822561753	1.17616016387155	0.239530879841866	0.586705887081978	CG3781
FBgn0029854	392.158834891818	0.311054838082958	0.13410706367194	2.31945156031362	0.0203705647212295	0.124299999294104	CG3566
FBgn0029856	1610.60692152915	0.0241876901622145	0.32786084362649	0.0737742570740467	0.94119001107105	0.979209873306492	CG11700
FBgn0029857	615.983889721529	-0.167389985220197	0.118727880994904	-1.40986248400561	0.15858029215494	0.473605762713921	wuho
FBgn0029858	188.766420559305	0.052433475720052	0.197605405333946	0.265344339298014	0.79074421042811	0.930554809088798	mldr
FBgn0029859	0	NA	NA	NA	NA	NA	CG15892
FBgn0029860	0	NA	NA	NA	NA	NA	CG15891
FBgn0029861	664.605582180326	0.4083847111802	0.11367034385277	3.59271114468657	0.000327255290968809	0.00449222980535812	CG3815
FBgn0029863	1.13826286080171	1.76341534491509	1.88140571815263	0.937286055793749	0.348611433738486	NA	CG3823
FBgn0029864	3.66257494780835	-0.583942935568468	1.03304585652188	-0.565263324838765	0.571894670298481	NA	CG15894
FBgn0029866	19.1214793985379	-0.263231693020862	0.451362475176506	-0.583193569465262	0.559762999614778	0.836791476998034	CG3842
FBgn0029867	1579.51635704383	-0.152630172351827	0.0928685077456168	-1.64350839759273	0.100277789318616	0.359211367129494	CG3847
FBgn0029868	1094.90357734153	-0.133355392760612	0.108716015861014	-1.22663980743277	0.219958000471132	0.564597745250325	ND-B16.6
FBgn0029870	2379.62736602355	-0.292491119491384	0.0981262550098135	-2.98076309405808	0.00287531134339814	0.0275898195316906	Marf
FBgn0029873	925.915508343124	0.0180119583062642	0.132729115485051	0.135704651089104	0.892054770701587	0.965103888774532	CG3918
FBgn0029874	363.318864676664	0.0445171103471855	0.138191062117154	0.32214174828069	0.747345312078015	0.914844536509594	CG3342
FBgn0029877	16.37857224199	-0.194566924968258	0.476716666319246	-0.408139548529989	0.683171226364277	0.893462881947343	CG17717
FBgn0029878	1933.39209956218	0.134205219287782	0.112499067166014	1.19294517428964	0.232890845614739	0.578373224463724	Pat1
FBgn0029879	23.2440219703473	0.211574828409132	0.434328556537868	0.487130825786919	0.626165622568425	0.867907639457348	APC7
FBgn0029880	14.8495408724742	0.290489810316731	0.527640098220365	0.550545364722093	0.581945370728855	0.851495712726019	CG14443
FBgn0029881	4250.07411099798	-0.497455600316069	0.129461924330301	-3.84248575702377	0.000121794484062578	0.00197725030491997	pigs
FBgn0029882	1087.3655779232	0.0344965253907682	0.124284372579642	0.277561246637526	0.781349184269411	0.926990909978021	CG3226
FBgn0029885	381.146252622383	-0.144461916986575	0.127914409146233	-1.12936390787238	0.258744351654916	0.610045967366455	CG3224
FBgn0029887	1392.78345969463	-0.0295955479998758	0.0970389297475133	-0.304986339780135	0.760376556276311	0.919841012575046	CG3198
FBgn0029888	594.835651734731	-0.0487201733659612	0.123574511411666	-0.394257463043157	0.693390964734184	0.896329404124279	ND-ASHI
FBgn0029890	79.0507824585144	-0.140424613018677	0.239360340593081	-0.586666164790444	0.557427936107314	0.83608569778932	Fum2
FBgn0029891	1205.84752285345	-0.285770022486188	0.106711301282843	-2.67797336412141	0.00740691082791734	0.0582946407646195	Pink1
FBgn0029892	82.9093818232478	0.309610126037273	0.225355584748464	1.37387376657584	0.169480875106917	0.488926104096921	CG3184
FBgn0029893	2181.3262541011	-0.355630530390569	0.107165376951233	-3.3185207807593	0.000904955886386052	0.0107025629627834	CG14442
FBgn0029894	293.512287656406	-0.226943538854198	0.189370600274712	-1.19840956581951	0.230757610264134	0.576500912184586	CG14440
FBgn0029895	118.687611798291	0.5831632581524	0.222312451248323	2.62316957452376	0.008711590120239	0.0658507654739874	CG14441
FBgn0029896	489.892369695729	-2.4430413057679	0.147768672359582	-16.5328771434244	2.12741881313797e-61	2.07990645964456e-58	CG3168
FBgn0029897	34483.4126467182	-0.300862908217359	0.123031260714821	-2.44541839585584	0.0144684186665286	0.0968103927358715	RpL17
FBgn0029898	6.53650366994593	-0.11598969599562	0.790705705229152	-0.146691360930557	0.883375637815163	0.963231840002172	CG14439
FBgn0029899	3329.03640647229	0.0376231334874067	0.101871315389148	0.369320189335797	0.711889078709131	0.902320945485688	NA
FBgn0029903	4041.95213772524	0.117761706149217	0.100563905488845	1.17101365123772	0.241593289994216	0.590166396074154	pod1
FBgn0029905	691.590278462975	-0.150464005856403	0.124486031685848	-1.20868184019322	0.226785101017279	0.573387830556914	Nf-YC
FBgn0029906	0	NA	NA	NA	NA	NA	xit
FBgn0029907	0	NA	NA	NA	NA	NA	Atx-1
FBgn0029909	7.64995586862732	1.0446935204768	0.70615268704106	1.47941591053672	0.139029190361174	0.436107300219916	mAChR-C
FBgn0029911	733.400866723226	-0.0951588678632279	0.128036859483432	-0.743214635591259	0.457351743905278	0.773232334429765	CG14435
FBgn0029912	781.184613969211	-0.240605926695357	0.10808721057966	-2.2260351192802	0.0260118291454671	0.147758608554529	CG4557
FBgn0029913	102.246925473048	0.226584270813214	0.214822407971791	1.05475156410577	0.291538962072093	0.642890937861003	Cht11
FBgn0029914	346.438044136712	0.00529726384703393	0.133430981842582	0.0397004037134605	0.968331979815331	0.98995886822506	CG4558
FBgn0029915	360.835729498035	0.419745265243091	0.152479023787657	2.75280661442081	0.00590867876820758	0.0488632184976114	CG14434
FBgn0029920	0.656675129550762	-1.48040930260059	2.4646661202444	-0.600653082557806	0.54807107444352	NA	NA
FBgn0029922	5.87441959775276	-0.301991135193707	0.788981758199691	-0.382760605115629	0.701897273626447	0.899060198873908	CG14431
FBgn0029924	131.881039306894	0.2172979115992	0.199594448462375	1.08869717205667	0.276287449292285	0.629066460494323	CG4586
FBgn0029925	238.094099538899	0.145685951657648	0.153189409398797	0.951018430251827	0.341595020102516	0.689048309224999	CG3040
FBgn0029928	30.7707746181031	0.261475959374891	0.361743391807852	0.722821661145312	0.469789457535269	0.782448880721717	CG3032
FBgn0029929	348.33578999671	-0.115698097839154	0.131239985397301	-0.881576582692413	0.378005823204547	0.713811091866914	CG4593
FBgn0029930	1.09415035477576	-1.0317875538754	2.06900514273144	-0.498687766678659	0.617999364079661	NA	CG12541
FBgn0029931	0	NA	NA	NA	NA	NA	CG14427
FBgn0029932	3.04843190971075	1.11992071920314	1.16066938395321	0.964892099926612	0.334598858767748	NA	CG4607
FBgn0029933	0	NA	NA	NA	NA	NA	NA
FBgn0029935	182.194793189556	-0.258188821666743	0.169926637489202	-1.51941346855139	0.128658453883038	0.414828045334134	CG4615
FBgn0029936	215.516837183028	0.0242201786707716	0.156681378532629	0.154582368993695	0.877150570409317	0.960434030491735	CG4617
FBgn0029937	783.171127437446	-0.12361796261689	0.107901550022689	-1.14565511423049	0.25193788302737	0.602193959080209	CG8300
FBgn0029939	7.3989072067746	-0.519480932687754	0.716056645529833	-0.725474633788746	0.468160901097081	0.781659918169491	CG9650
FBgn0029940	0.338587302663714	1.09558116981299	3.25388133181548	0.336699792675513	0.736343219674954	NA	CG1958
FBgn0029941	2684.61084371182	0.0955771357327758	0.099034732411949	0.965087029621176	0.334501222875912	0.684005487569466	CG1677
FBgn0029942	197.971181357493	0.0589826854002028	0.181847080624175	0.32435321588749	0.745670634982091	0.914064630427336	CG2059
FBgn0029943	314.204544589439	-0.0475940767483083	0.14714105194928	-0.323458858814699	0.746347760164062	0.914454001073395	Atg5
FBgn0029944	542.570251104599	0.345783910723883	0.123897336886834	2.79089058257739	0.00525632381041782	0.0447055073509955	Dok
FBgn0029945	18.2859158318192	0.726236834786292	0.480793862701965	1.51049522700849	0.130917106372763	0.418785524262304	CG18155
FBgn0029946	3.10835777307706	0.250330285061414	1.282260028363	0.195225835262914	0.845216154555603	NA	CG15034
FBgn0029947	0.0796749105101128	-0.763412593004771	3.87066162738431	-0.197230516768438	0.843647150692563	NA	CG1999
FBgn0029948	1.02804961368944	1.14200383797473	2.16830475913789	0.526680501512523	0.598415478275146	NA	CheA7a
FBgn0029949	3.70982726621436	-1.40844931000055	1.18087096008061	-1.19272076087331	0.232978752080786	NA	CG15035
FBgn0029950	19.3781361794815	-0.571035364538882	0.632922150428996	-0.902220540317373	0.366939725638121	0.707621507621094	CG9657
FBgn0029951	18.454925712121	-0.796770849827227	0.575066798758475	-1.38552747532529	0.165891237200931	0.484326360029698	CG11369
FBgn0029952	0.793578864859682	0.230988701005844	2.30047284469725	0.10040922740657	0.920019444379497	NA	CG12689
FBgn0029955	5.59734241439501	0.162869533262245	0.823040367619414	0.197887661006633	0.843132958367736	0.946749221628089	CG15478
FBgn0029957	754.710790559029	0.067158679391801	0.129300539559312	0.519399838706741	0.60348194378278	0.860312553602678	CG12155
FBgn0029958	336.532095241998	0.0195280001820591	0.142048918053816	0.137473769245189	0.890656324983189	0.96465841993194	Pdp
FBgn0029959	347.465357762336	-0.146732027291282	0.131579221575953	-1.11516108344343	0.264781399480491	0.617332149981144	Rab39
FBgn0029961	0	NA	NA	NA	NA	NA	Ir7a
FBgn0029962	0.425930979610252	1.5272015025552	2.95643683889787	0.516568283300286	0.605457560938507	NA	CARPA
FBgn0029963	0	NA	NA	NA	NA	NA	CG10920
FBgn0029964	0	NA	NA	NA	NA	NA	CG1409
FBgn0029965	0	NA	NA	NA	NA	NA	Ir7b
FBgn0029966	0.174687353893076	1.42348849365744	3.82691942631191	0.371967197393882	0.709917272481946	NA	Ir7c
FBgn0029968	92.9275058794012	-0.363895848723232	0.220889652434788	-1.64741011954221	0.0994737767474461	0.357487009092017	Ir7g
FBgn0029969	466.16924863971	-0.232438944831114	0.130313248291701	-1.78369389051533	0.0744734194411314	0.297995278609602	CG10932
FBgn0029970	133.894809536488	0.637300075331011	0.187384033208754	3.40103724110277	0.000671306817180853	0.00823825478992235	Nek2
FBgn0029971	853.549043201927	-0.0696028573005382	0.122143656237634	-0.56984422641749	0.568783356001252	0.842262663994449	ND-MNLL
FBgn0029974	33.6404842122599	0.258198550337816	0.344800529612469	0.748834552626739	0.453956931111633	0.769958829944568	dpr14
FBgn0029975	2729.78468356417	0.343112609648859	0.114316996297767	3.00141379463066	0.00268729115825065	0.0260126236539576	spidey
FBgn0029976	2312.61032681578	-0.22289971342574	0.0914799348387295	-2.4365967664788	0.0148262019996261	0.0983829196038535	snz
FBgn0029977	40.9577042274949	0.295122284643702	0.33402857967993	0.883524053320503	0.376953192464635	0.713003625880266	hdm
FBgn0029979	2412.67418890656	-0.0916787775966941	0.136737643669775	-0.670472118256628	0.502556874552732	0.805464105498995	mahe
FBgn0029980	309.725135508695	-0.214613119797431	0.171656186247895	-1.25024984236513	0.211208294625681	0.553598177859749	CG10778
FBgn0029986	20.1221838554008	0.767627859874313	0.440445023056443	1.74284603001619	0.0813605134657481	0.316164356213591	CG15332
FBgn0029987	2.89711993096232	1.02613047026958	1.14933907445623	0.892800473833241	0.371964032565184	NA	CG15330
FBgn0029989	8.42352808441117	-0.139011155179358	0.667637724032457	-0.208213451959763	0.835062305615822	0.944342308227084	CG15333
FBgn0029990	18.5576983228087	-0.499790828613299	0.475025620568306	-1.05213446806377	0.292737860198237	0.643558518099639	CG2233
FBgn0029992	916.875734078024	0.0936254223821048	0.110977793986703	0.843641047625466	0.398870019436093	0.726706634026319	Upf2
FBgn0029993	0.429072876967285	-2.13616434315694	3.25302144031423	-0.656670846580891	0.511392583872275	NA	CG1571
FBgn0029994	15.7324705548947	-0.0629121484471254	0.498897015999904	-0.126102474918666	0.899650808410524	0.967642419519919	Ldsdh1
FBgn0029995	2.00659518362654	-0.039963646624115	1.48258854369666	-0.0269553186513032	0.978495371619935	NA	CG2256
FBgn0029996	1315.48057414788	-0.302098651029163	0.123837153278265	-2.43948316827294	0.0147082878429634	0.0979698900304578	UbcE2H
FBgn0029997	213.606697954307	-0.158310716131089	0.160284781488054	-0.987684012551673	0.323307426722574	0.672843436076615	CG2258
FBgn0029999	567.762145080353	0.185170096957858	0.11514746450745	1.60811267317031	0.107810504105512	0.374358573648147	CG1575
FBgn0030000	384.474664379767	-0.225754481249949	0.138590062595273	-1.62893700329167	0.103326355680893	0.36540930593135	CG2260
FBgn0030001	43.1938453579495	0.591105761767409	0.31945693384274	1.85034569341479	0.0642637408160987	0.26824319518067	cyr
FBgn0030003	589.452566746294	-0.0641351612467414	0.119855895528374	-0.535102265633302	0.592579143362987	0.856141312715647	CG2116
FBgn0030004	81.3163711092263	0.107139126996185	0.232998020667522	0.459828485620779	0.645639335047639	0.875736034167405	CG10958
FBgn0030005	5.69018034239669	0.815905015040881	0.835324165844733	0.976752557153408	0.328691668736487	0.678309801459624	CG2120
FBgn0030006	117.681223597493	-0.0109157143089635	0.198031073808306	-0.0551212196098575	0.956041891038646	0.985736935606622	CG17982
FBgn0030007	791.126012401748	0.0129587937171688	0.11060813880484	0.11715949528844	0.906733663882507	0.970585774641341	alpha-PheRS
FBgn0030008	210.6225258112	0.0340225472068607	0.153187355901167	0.222097620307588	0.824237890322202	0.940901556427744	CG2129
FBgn0030009	0.520966681664235	-1.08141858381343	2.83369450471308	-0.381628500184048	0.702736941322749	NA	CG15336
FBgn0030010	72.7588236297848	0.0480966593812534	0.239028338261467	0.201217394268297	0.840528590987784	0.945634966385566	CG10959
FBgn0030011	23.7108760780917	0.645766869761327	0.426431281079949	1.51435154598862	0.129936701550371	0.417377263394139	Gbeta5
FBgn0030012	231.495852368413	0.19951498400134	0.156896667771788	1.27163302340838	0.203503537715016	0.54064843851281	CG18262
FBgn0030013	420.485456720077	-0.152164161908259	0.14247960058852	-1.06797156420804	0.285533338900316	0.638152869947645	GIIIspla2
FBgn0030014	0.516416553913823	-1.11800478004406	2.81759794542195	-0.396793581518826	0.691519684235996	NA	CG15337
FBgn0030015	0.608310358610773	-0.0900008521643449	2.50668989577799	-0.0359042625559441	0.97135869703242	NA	CG10761
FBgn0030016	4.40445927378475	-1.00603064465419	1.02437742954683	-0.982089819276125	0.326055600566556	0.675100587466608	Or7a
FBgn0030017	101.347786263652	-0.0716638415654821	0.205849922548627	-0.348136354282831	0.727737783215261	0.908187386553183	CG2278
FBgn0030018	1464.10740750129	-0.127427785065305	0.0994002046937145	-1.28196702871944	0.199854212630641	0.536133297846649	slpr
FBgn0030025	278.843845541372	0.241338154995258	0.15918773032379	1.51606002864903	0.12950417425352	0.416284297583154	CG2147
FBgn0030026	212.166802951787	0.48937964133796	0.171751298427924	2.84935046091269	0.00438085943944435	0.0385857679756464	sni
FBgn0030027	4.20302207649875	-0.280280628756901	0.976734196173147	-0.286956911977734	0.774145312572967	0.925093378861734	CG1632
FBgn0030028	40.7740837979079	0.288140707134769	0.32155391756123	0.89608831178336	0.370205599054258	0.708420876351436	Corp
FBgn0030029	6.23144489751771	0.851876437480783	0.793291974959334	1.0738498111297	0.282890000713289	0.634663211697153	CG15343
FBgn0030030	148.828842953647	-0.0448382636478532	0.18485740043571	-0.242555956873618	0.808349403677089	0.93668366467899	CG1636
FBgn0030033	0.159349821020226	-1.08217955442784	3.86266870882156	-0.28016369924668	0.779351915645135	NA	CG1387
FBgn0030034	1314.52773972615	-0.193897435828992	0.132470958807253	-1.46369768570269	0.143276568127742	0.444844926942837	CG10555
FBgn0030035	1446.22009715284	0.122956856516045	0.122677367911957	1.00227824095711	0.316209228552243	0.667234731767806	PIG-T
FBgn0030037	713.788951310912	0.725048815617491	0.108537077381007	6.68019476028722	2.38624908248783e-11	1.33736341890512e-09	Miga
FBgn0030038	1913.97588188106	0.14822187142414	0.117218296642533	1.26449432955125	0.206052654705516	0.54446165428043	CG1440
FBgn0030039	191.90456614459	-0.19919579816289	0.196064134141819	-1.01597265116733	0.309642410218248	0.662100502432651	CG12123
FBgn0030040	2147.21458233241	0.309590367538116	0.115387295704638	2.68305419281677	0.00729531675949557	0.0576225243867159	CG15347
FBgn0030041	86.8729127322921	-2.83596141228114	0.327340771768493	-8.66363635962474	4.56949383107209e-18	6.00104122680647e-16	CG12116
FBgn0030048	653.442386768395	-0.0388832504728072	0.116892234539955	-0.332641861333538	0.739404640343361	0.912660151062718	CG12112
FBgn0030049	2549.63119841153	-0.198016370621801	0.121813224086477	-1.62557367729817	0.104040378624123	0.366892113006633	Trf4-1
FBgn0030050	4.12237124987337	-1.31362829285057	1.13121160780718	-1.16125779101313	0.245537079117449	0.596225547286649	CG12111
FBgn0030051	32.9001585230567	1.02748828655102	0.351480420204547	2.92331585911121	0.00346325002596359	0.0322467057973055	spirit
FBgn0030052	7009.3434003853	-0.396786425584053	0.0925681901778284	-4.28642306630177	1.8157304401837e-05	0.000372415201472643	CG12065
FBgn0030053	499.539698811411	0.297562067323947	0.135260222347899	2.19992294969467	0.0278123621467666	0.154106407134382	CG12081
FBgn0030054	2509.12064511026	-0.334743910503067	0.130233002354897	-2.57034625978182	0.0101596910450164	0.0737583510768144	Caf1-180
FBgn0030055	330.637292104222	-0.227494136142416	0.139632540186693	-1.62923438790306	0.103263409830419	0.365349508782549	Rubicon
FBgn0030056	1422.22434232469	0.237281139273307	0.103100756235747	2.30144906726724	0.021366261160111	0.128864277509046	CAH3
FBgn0030057	350.563503045393	0.328405698612759	0.134749676063253	2.43715390053035	0.0148033775139303	0.098305599052885	Ppt1
FBgn0030058	0.903958789990895	-0.820020237952282	2.09564097996116	-0.391298054291476	0.695576936901022	NA	CG11294
FBgn0030060	626.829104694466	0.0250278098079477	0.113761621011537	0.220002225578427	0.825869421406785	0.941553833851314	CG2004
FBgn0030061	677.150276266407	-0.13050495827847	0.110293729614562	-1.18324911791938	0.236710431800265	0.583094929846174	CG1785
FBgn0030063	237.059923257309	-0.172510268806296	0.163677553874837	-1.05396411861221	0.291899345151516	0.643200937906699	CG1789
FBgn0030065	1609.98618233335	-0.0526848166193351	0.155209915456852	-0.339442338231164	0.734276528481421	0.911189008485391	CG12075
FBgn0030066	227.5483092715	-0.272732964658083	0.165310525775778	-1.64982213551247	0.0989793200025559	0.356495717029263	Uros1
FBgn0030067	1941.94355342335	-0.27373633320597	0.104302461258225	-2.62444749533065	0.00867896726576091	0.0657510836903228	Rbm13
FBgn0030071	45.4073682131677	0.247523243351974	0.327728141743686	0.755270029711273	0.450086977382432	0.76690846514098	CG12661
FBgn0030073	1182.41174443951	-0.244800643622108	0.104994417506604	-2.3315586622185	0.0197239206305394	0.121541407568449	CG10962
FBgn0030074	0.907541969532221	1.53051277069863	2.15161952111887	0.711330584090789	0.476879403488908	NA	CG12662
FBgn0030077	383.651938099939	-0.463700713577735	0.135327085752845	-3.426518135657	0.000611372934074278	0.00766306331470025	CG15365
FBgn0030078	69.4070779088796	0.364653428513646	0.702245529913418	0.519267710480984	0.603574067066501	0.860312553602678	CG10970
FBgn0030079	2558.07394170198	0.321990320858917	0.149779863765922	2.14975706856115	0.0315744356981423	0.168479963437207	NA
FBgn0030080	1.49019090946251	-1.54340655661	1.71675736755869	-0.89902428017816	0.368639727971904	NA	NA
FBgn0030081	247.998291960341	-0.095003657969204	0.150588633744203	-0.630881996914731	0.528117684047753	0.822810954447752	CG7246
FBgn0030082	509.859189610583	0.0244833759888352	0.118771478933105	0.206138512450661	0.836682716149322	0.944811501462768	HP1b
FBgn0030085	1.79113801288999	-0.418744132639157	1.47210946497549	-0.284451762998568	0.776064195347608	NA	CG6999
FBgn0030086	6815.86206352922	0.0489795267160253	0.127412603720866	0.384416653342467	0.700669659428037	0.89893558996553	CCT2
FBgn0030087	2501.53113589347	0.0227074670959084	0.097003354148183	0.234089504381677	0.814915493881799	0.938354665847299	CG7766
FBgn0030088	163.060471850218	0.112483027417638	0.178777722442413	0.629178098260371	0.529232465741597	0.822810954447752	Arfrp1
FBgn0030089	2373.79606561049	-0.0415327830361219	0.0994604014080324	-0.417581092054267	0.676253423459726	0.890565288924609	AP-1gamma
FBgn0030090	158.362101598493	-0.703797174503376	0.206565976874435	-3.40713018258177	0.000656498065856147	0.00810172017036218	fend
FBgn0030091	958.562639294913	0.0264410349524851	0.104177171666483	0.253808339480884	0.799643630398249	0.933288805395171	CG7065
FBgn0030092	169.799553319444	0.0490802488616026	0.181838313125987	0.26991148354746	0.787228352365996	0.928528454754477	fh
FBgn0030093	1841.29001459502	-0.0511443542950606	0.113257453828573	-0.451576055845941	0.651574422686448	0.878786533601787	Bap111
FBgn0030094	0	NA	NA	NA	NA	NA	NA
FBgn0030096	499.239905486955	-0.114062817353372	0.118237047672608	-0.964696088058677	0.334697055214746	0.684005487569466	Zpr1
FBgn0030097	0.738508420742181	-0.509186929933034	2.3619501256037	-0.215579035481491	0.829315898815951	NA	CG12115
FBgn0030098	1.21003440922438	0.232421367911951	1.75127236996102	0.132715716811729	0.894418212604464	NA	CG12057
FBgn0030099	337.4030007617	0.065374376511062	0.139630895509511	0.468194207825653	0.639645713901253	0.874036185919312	CG12056
FBgn0030100	52.8062297210751	0.196911655875551	0.279632083069785	0.704181200218037	0.481319937155292	0.789694970544362	CG12106
FBgn0030101	66.5812841985257	0.369837053088092	0.251525867400655	1.47037383037419	0.141460535030474	0.441074148736052	CG12118
FBgn0030102	0.909229119153836	1.45488350307909	2.08450644744771	0.697951068877939	0.485207795208223	NA	SmydA-9
FBgn0030103	0.6975778205876	1.21897490636382	2.34866641803862	0.519007253223211	0.603755683245362	NA	Obp8a
FBgn0030104	0.087343676946538	0.902880936363552	3.85978359942536	0.233920092436781	0.815047014392725	NA	CG15368
FBgn0030105	0.693027692837188	0.71790143051315	2.31932893837849	0.309529803484906	0.756918544617251	NA	CG15369
FBgn0030107	1.92848463637419	1.16450130855022	1.44117710924471	0.808020958062893	0.419078517348245	NA	CG15370
FBgn0030108	1.13924637747744	-1.69066673887049	1.90006802216402	-0.889792743811857	0.373577183543886	NA	Gr8a
FBgn0030109	2441.95166639698	-0.00823885459538535	0.0897295739473328	-0.0918187196589297	0.926842070752104	0.975275423159231	CG12121
FBgn0030114	1023.00599777203	-0.343546521211662	0.126401247280913	-2.71790451915533	0.00656967935046953	0.0533271297092079	CG17754
FBgn0030117	3.1172530050745	0.0408155954079395	1.32352997023611	0.0308384368513077	0.975398386812199	NA	NA
FBgn0030120	19.4363401576824	-0.857353769535202	0.500804385453014	-1.71195339825082	0.0869052568790771	0.330065540223744	CG17440
FBgn0030121	421.59015713861	-0.158262621563176	0.133568695796991	-1.18487809302051	0.236065650168138	0.582217416327842	Cfp1
FBgn0030122	407.929759235022	-0.00435454643669913	0.148564427043036	-0.0293108284625748	0.97661669074959	0.991635322364718	Aladin
FBgn0030136	18640.1193010885	-0.144198467353076	0.130628832852094	-1.10387932131604	0.269645490141416	0.622729539612811	RpS28b
FBgn0030137	78.9777969318101	-0.167244017362943	0.250477880625002	-0.667699746363349	0.504325271949752	0.806689859639366	CG15317
FBgn0030141	711.121008831987	0.0652546014226056	0.119914767341858	0.54417485743499	0.586321151740059	0.85301907366567	Gga
FBgn0030142	521.049182926637	0.210161142141612	0.115959117596374	1.81237272668055	0.0699286240429842	0.285163604095704	NA
FBgn0030144	634.179547198653	-0.143360762087933	0.124249807423266	-1.15381073871257	0.248577770552585	0.598422928342599	NA
FBgn0030145	464.403612387097	0.638398095604058	0.138137463999328	4.62146963699264	3.81031107178786e-06	9.55183108850752e-05	NA
FBgn0030148	3.06259741383222	-0.415115369452188	1.08041422987675	-0.384218717203996	0.700816346719219	NA	CG3106
FBgn0030151	1457.50054184643	0.187891803405945	0.10931931531458	1.71874295832592	0.0856611861595092	0.326291245462131	CG1354
FBgn0030156	0.596681626897306	-1.28114799443321	2.55129791132967	-0.50215538873134	0.615558220851476	NA	CG15247
FBgn0030157	0.684843371763852	2.32404399189633	2.45494804059439	0.94667746667813	0.343803156055633	NA	CG1468
FBgn0030158	0.590552735784405	0.174904033459113	2.55199415298696	0.0685362202943915	0.945358788222272	NA	CG9686
FBgn0030159	0.190048145436947	-1.05662569291664	3.87108289295889	-0.272953517693598	0.784888946701315	NA	CG9689
FBgn0030160	24.765123785629	0.891473442864524	0.396282794771797	2.24958906777138	0.0244750430641839	0.141032026143912	CG9691
FBgn0030161	0	NA	NA	NA	NA	NA	CG15249
FBgn0030162	0	NA	NA	NA	NA	NA	CG1986
FBgn0030163	0	NA	NA	NA	NA	NA	CG1791
FBgn0030164	0	NA	NA	NA	NA	NA	CG1889
FBgn0030165	0	NA	NA	NA	NA	NA	NA
FBgn0030166	0	NA	NA	NA	NA	NA	NA
FBgn0030167	1.01805862380697	0.574003277125849	2.06892241009938	0.277440697787346	0.78144173531333	NA	CG15252
FBgn0030170	235.617809333129	-0.178362396601006	0.162671593992669	-1.09645693032949	0.272878861697927	0.625112586709008	CG2990
FBgn0030171	53.7832953192128	-0.189777765001286	0.312264026952446	-0.607747766700602	0.543354777100659	0.830840294763106	NA
FBgn0030172	1.6186769573103	2.04097721941044	1.62950261993192	1.25251545744413	0.210382099430596	NA	NA
FBgn0030173	2.4142669285532	3.0309045005635	1.4392603364617	2.10587648653941	0.0352150826418219	NA	NA
FBgn0030174	5.63345247296783	0.140404378227973	0.876877943631537	0.160118496818949	0.872787730806366	0.958998407013638	CG15312
FBgn0030177	544.948135615079	-0.195075492408241	0.117000300474926	-1.66730761900947	0.0954532524317588	0.349955486727936	CG2972
FBgn0030178	94.5214598880011	-0.0249011844346328	0.216018710014185	-0.115273276249995	0.908228519602136	0.971018871526293	Naxe
FBgn0030181	0.929140038448119	0.815495594515543	1.91839008343444	0.42509372914167	0.67076834908114	NA	CG12645
FBgn0030182	3.134088003269	0.014058048413521	1.08804619760951	0.0129204517642791	0.989691257839741	NA	NA
FBgn0030183	94.7696435482099	-0.0224633139626632	0.25636499208246	-0.0876223925123049	0.930176803979078	0.975945010829888	CG15309
FBgn0030186	1.27778785461736	0.749585339476635	1.76817802254265	0.423930922067862	0.671616192097101	NA	CG2962
FBgn0030187	2.80182407006702	-0.334364784789634	1.17124249360367	-0.285478700282521	0.775277420469985	NA	Ipod
FBgn0030189	353.911176027394	0.323745809097329	0.138425342493489	2.33877556858895	0.0193470517831142	0.119775258340447	CG2909
FBgn0030191	0.171568715207063	0.674575206109884	3.87108289295889	0.17426007780326	0.861661072454287	NA	CG15306
FBgn0030192	0.277391822383485	0.0975057535478326	3.85439118411465	0.0252973164606876	0.979817814401703	NA	NA
FBgn0030193	0.816604567889805	0.345070498397068	2.24989801353239	0.153371617878492	0.878105225709241	NA	NA
FBgn0030195	15.8547881604403	-0.368450670450654	0.494918523826292	-0.744467326868479	0.456593800702008	0.772609394687879	CG2898
FBgn0030196	247.173440858913	0.33254488331393	0.152969322838032	2.17393185211414	0.0297102535136494	0.16167008080804	Psf3
FBgn0030200	0.572073305554521	1.69468858521848	2.49737507789289	0.678587930271308	0.497398992531753	NA	RabX2
FBgn0030202	0	NA	NA	NA	NA	NA	CG12640
FBgn0030204	0.434349896334605	0.760239188609686	2.95987777423977	0.256848169619081	0.797295983123663	NA	Or9a
FBgn0030205	13080.2828094074	0.00137026798296863	0.107599241658242	0.0127349223084759	0.989839276749165	0.997342973051257	NA
FBgn0030206	359.704526864247	-0.047714281144387	0.138974677663787	-0.343330755980014	0.731349645493744	0.909561205752574	CG2889
FBgn0030207	3.36911896569673	1.1798786046429	1.06522907951522	1.10762898547592	0.26802208004838	NA	CG2887
